name,area,direction,floor,total_list,price_list,room,hall,jiading,fengxian,baoshan,chongming,xuhui,putuo,yangpu,songjiang,pudong,hongkou,jinshan,changning,minhang,qingpu,jingan,huangpu,qita,maopi,jianzhuang,jingzhuang
罗山一村 ,81.93,1.0,高楼层(共6层),520,63469,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
新高苑(二期) ,109.12,1.0,低楼层(共14层),618,56635,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
蓝色城邦(公寓) ,87.56,1.0,低楼层(共13层),202,23070,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
潼港二村 ,65.83,1.0,高楼层(共6层),272,41319,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
由由四村 ,73.38,1.0,高楼层(共6层),498,67866,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
泥城苑 ,91.56,1.0,高楼层(共6层),188,20533,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
民乐城汇雅苑南苑 ,71.96,1.0,低楼层(共18层),263,36549,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
欣春苑 ,129.07,1.0,低楼层(共11层),277,21462,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
泾东小区 ,43.41,1.0,中楼层(共6层),382,87999,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
由由一村 ,78.84,1.0,中楼层(共5层),515,65323,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
海炼大楼 ,75.08,1.0,中楼层(共18层),750,99894,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
鑫唐佳苑 ,121.23,1.0,高楼层(共6层),660,54442,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
荣成小区 ,35.83,1.0,高楼层(共6层),320,89311,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
东明新村 ,49.91,1.0,高楼层(共5层),450,90163,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
桃林一小区 ,104.83,1.0,高楼层(共6层),1080,103024,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
陆凌新村 ,99,1.0,中楼层(共6层),368,37172,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
云帆名苑 ,84.21,1.0,高楼层(共6层),165,19594,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
潼港六村 ,44.51,1.0,高楼层(共6层),187,42014,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
宝业万华城 ,147.19,1.0,中楼层(共17层),508,34514,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
艺泰安邦 ,90.5,1.0,低楼层(共18层),284,31382,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
富特三村 ,61.04,1.0,中楼层(共6层),330,54063,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
百欣苑 ,84.11,1.0,高楼层(共6层),276,32815,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
潍坊四村 ,40.63,1.0,高楼层(共6层),350,86144,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
花山名苑 ,104.24,1.0,高楼层(共6层),505,48446,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
中邦城市 ,114.06,1.0,低楼层(共12层),760,66632,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
巨西小区 ,52.85,1.0,中楼层(共6层),530,100284,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
沪南船舶小区 ,70.08,1.0,低楼层(共6层),440,62786,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
巨西小区 ,54.05,1.0,低楼层(共6层),530,98058,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金桥新村四街坊 ,74.22,1.0,高楼层(共6层),585,78820,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
香山新村东北街坊 ,65.8,1.0,高楼层(共6层),470,71429,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
绿地东岸涟城 ,86.5,1.0,中楼层(共5层),265,30636,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
保利林语溪(公寓) ,88.12,1.0,18层,690,78303,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
城中花园 ,134.11,1.0,高楼层(共16层),710,52942,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
浦建727 ,121.52,1.0,25层,820,67479,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
荣成小区 ,35.83,1.0,高楼层(共6层),320,89311,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
海东公寓 ,87.6,1.0,高楼层(共6层),555,63357,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
东明新村 ,49.91,1.0,高楼层(共5层),450,90163,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
城丰路15弄 ,120.14,1.0,高楼层(共4层),410,34127,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
南新公寓 ,56.6,1.0,高楼层(共6层),310,54771,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
云帆雅苑 ,84.34,1.0,高楼层(共6层),176,20868,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
丹桂佳苑 ,111.29,1.0,低楼层(共6层),270,24261,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
品臻国际公寓 ,55.18,1.0,中楼层(共19层),220,39870,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
荡湾新村 ,64.28,1.0,低楼层(共6层),185,28781,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
丽泽荷亭苑 ,80.2,1.0,低楼层(共6层),168,20948,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
万邦都市花园 ,117,1.0,中楼层(共10层),1140,97436,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
万科新里程 ,119.2,1.0,中楼层(共14层),1230,103188,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
四季雅苑(公寓) ,153.89,1.0,中楼层(共9层),2080,135162,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
梅园三街坊 ,67.29,1.0,中楼层(共6层),828,123050,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
宝业万华城 ,147.19,1.0,中楼层(共17层),508,34514,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
浦建727 ,121.52,1.0,25层,820,67479,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
城丰路15弄 ,120.14,1.0,高楼层(共4层),410,34127,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
由由一村 ,87.24,1.0,高楼层(共6层),595,68203,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
乾耀东港 ,90.23,1.0,中楼层(共13层),237,26267,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金杨公寓 ,93.88,1.0,低楼层(共24层),575,61249,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
繁荣安居 ,116.03,1.0,中楼层(共14层),630,54297,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
汇锦城三期 ,86.4,1.0,低楼层(共6层),335,38774,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
梅园新村(浦东) ,38.96,1.0,中楼层(共6层),550,141171,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
潍坊九村 ,50.8,1.0,高楼层(共6层),518,101969,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
美林小城 ,110.76,1.0,低楼层(共11层),620,55977,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
蓝色城邦(公寓) ,87.48,1.0,中楼层(共14层),251,28693,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金橘新苑（北区） ,117.72,1.0,14层,965,81975,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
栖山路1689弄 ,62.32,1.0,高楼层(共6层),550,88255,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
保利玲珑公馆 ,91.07,1.0,中楼层(共14层),308,33821,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
云帆雅苑 ,84.34,1.0,高楼层(共6层),176,20868,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
品臻国际公寓 ,55.18,1.0,中楼层(共19层),220,39870,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
丹桂佳苑 ,111.29,1.0,低楼层(共6层),270,24261,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
荡湾新村 ,64.28,1.0,低楼层(共6层),185,28781,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
丽泽荷亭苑 ,80.2,1.0,低楼层(共6层),168,20948,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
丽都华庭 ,88.82,1.0,高楼层(共11层),284,31975,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
保利玲珑公馆 ,91.07,1.0,高楼层(共14层),305,33491,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
星颂家园 ,120.33,1.0,低楼层(共24层),550,45708,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
巨东小区 ,59.91,1.0,低楼层(共6层),650,108497,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
凯德新视界(一期) ,83.7,1.0,高楼层(共18层),208,24851,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
高桥二村 ,51.37,1.0,中楼层(共6层),225,43800,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
上南六村 ,57.9,1.0,高楼层(共6层),428,73921,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
万科新里程 ,119.2,1.0,中楼层(共14层),1230,103188,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
金桥酒店公寓 ,65,1.0,高楼层(共19层),725,111539,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
蓝色城邦(公寓) ,87.57,1.0,低楼层(共13层),215,24552,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
城南居委小区 ,54.3,1.0,高楼层(共5层),245,45120,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
东绣苑 ,101.16,1.0,低楼层(共15层),510,50416,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
东方颐城 ,84.04,1.0,高楼层(共7层),260,30938,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
万科清林径 ,120.44,1.0,低楼层(共14层),475,39439,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
信和花园 ,96.1,1.0,高楼层(共8层),1135,118107,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
崮山小区二街坊 ,84.62,1.0,高楼层(共6层),888,104940,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
荷风翠庭 ,100.4,1.0,高楼层(共6层),222,22112,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
繁荣安居 ,84.15,1.0,高楼层(共6层),418,49674,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
春港丽园(公寓) ,77.48,1.0,高楼层(共6层),490,63243,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
万科清林径 ,97.2,1.0,高楼层(共18层),375,38581,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
远洋万和四季 ,89.71,1.0,低楼层(共17层),328,36563,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
香山新村东北街坊 ,59.4,1.0,高楼层(共6层),423,71213,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
香山新村东北街坊 ,56.58,1.0,低楼层(共6层),400,70697,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
崮山小区一街坊 ,64.28,1.0,中楼层(共6层),700,108899,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
东都豪苑 ,99.59,1.0,低楼层(共6层),350,35145,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
巨杨小区 ,54.96,1.0,中楼层(共6层),540,98254,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
云松翠庭 ,123.03,1.0,高楼层(共11层),278,22597,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
泾东小区 ,45.01,1.0,高楼层(共6层),410,91091,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
潍坊八村 ,51.79,1.0,高楼层(共6层),490,94613,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
环球广场 ,85.25,1.0,中楼层(共33层),715,83871,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
信和花园 ,101.69,1.0,中楼层(共8层),1050,103255,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
汇锦城三期 ,85.56,1.0,低楼层(共6层),315,36817,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
听潮四村 ,118.6,1.0,中楼层(共5层),290,24452,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
丹桂佳苑 ,111.29,1.0,低楼层(共6层),270,24261,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
云帆雅苑 ,84.34,1.0,高楼层(共6层),176,20868,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
保利玲珑公馆 ,91.07,1.0,中楼层(共14层),308,33821,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
丽泽荷亭苑 ,80.2,1.0,低楼层(共6层),168,20948,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
荡湾新村 ,64.28,1.0,低楼层(共6层),185,28781,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
品臻国际公寓 ,55.18,1.0,中楼层(共19层),220,39870,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
万邦都市花园 ,117,1.0,中楼层(共10层),1140,97436,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
虹御公寓 ,114.85,1.0,高楼层(共6层),580,50501,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
梅园三街坊 ,50.39,1.0,高楼层(共6层),636,126216,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
绿地东岸涟城 ,86.69,1.0,中楼层(共5层),268,30915,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
东亚阳光里 ,79.12,1.0,低楼层(共11层),203,25658,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
乾耀东港 ,88.97,1.0,高楼层(共13层),229,25740,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
云帆佳苑 ,83.1,1.0,中楼层(共6层),186,22383,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
齐七小区 ,54.99,1.0,中楼层(共6层),429,78015,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
欣菊苑 ,143,1.0,高楼层(共6层),323,22588,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
五莲一小区 ,67.12,1.0,低楼层(共18层),415,61830,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
昌七小区 ,60.51,1.0,高楼层(共6层),390,64453,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
巨杨小区 ,50.8,1.0,低楼层(共6层),530,104331,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
阳光城市家园 ,81.31,1.0,低楼层(共17层),540,66413,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
海芦镜湖苑 ,84.25,1.0,高楼层(共6层),155,18398,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
绿地御桥苑 ,67.66,1.0,高楼层(共6层),530,78333,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
凯德新视界(二期) ,76.42,1.0,低楼层(共18层),202,26433,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
浦三小区 ,68.7,1.0,高楼层(共6层),399,58079,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
同方锦城（C区） ,187.72,1.0,高楼层(共11层),1500,79907,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
荷三小区 ,67.6,1.0,高楼层(共6层),400,59172,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
云锦佳苑 ,85.63,1.0,高楼层(共6层),165,19269,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
东昌新村 ,61.18,1.0,中楼层(共6层),800,130762,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
金唐公寓 ,111.8,1.0,高楼层(共6层),578,51700,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
天健萃园 ,83.93,1.0,低楼层(共15层),239,28477,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
地杰国际城F欧香四季 ,133.38,1.0,18层,1297,97241,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金桥新村一街坊 ,67.06,1.0,低楼层(共6层),415,61885,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
碧桂园浦东星作 ,93.04,1.0,中楼层(共14层),295,31707,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
云帆名苑 ,102.76,1.0,高楼层(共6层),208.8,20320,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
荷风翠庭 ,100.4,1.0,高楼层(共6层),222,22112,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
繁荣安居 ,84.15,1.0,高楼层(共6层),418,49674,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
新天家园 ,109.97,1.0,中楼层(共10层),1300,118215,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
香山新村东北街坊 ,59.4,1.0,高楼层(共6层),423,71213,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
蓝色城邦(公寓) ,87.48,1.0,中楼层(共14层),235,26864,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
东城花苑一村 ,101.41,1.0,中楼层(共5层),280,27611,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
天池二村 ,63.51,1.0,高楼层(共5层),430,67706,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
乾耀东港 ,66.85,1.0,低楼层(共13层),195,29170,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
云帆名苑 ,102.76,1.0,高楼层(共6层),208.8,20320,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
双秀南园 ,130.99,1.0,低楼层(共6层),650,49623,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
丰舍西苑 ,108.28,1.0,高楼层(共6层),500,46177,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
浦东颐景园 ,144.72,1.0,低楼层(共18层),595,41114,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金桥酒店公寓 ,65,1.0,高楼层(共19层),725,111539,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
城南居委小区 ,54.3,1.0,高楼层(共5层),245,45120,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
环球广场 ,164.38,1.0,低楼层(共33层),1080,65702,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
碧桂园天悦 ,106.69,1.0,中楼层(共14层),340,31869,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
蓝色城邦(公寓) ,87.48,1.0,中楼层(共14层),235,26864,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
梅园新村(浦东) ,49.33,1.0,高楼层(共6层),560,113522,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
蓝色城邦(公寓) ,87.57,1.0,低楼层(共13层),215,24552,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
海芦汇鸣苑 ,82.23,1.0,高楼层(共6层),165,20066,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
滴水湖馨苑二期 ,178.36,1.0,中楼层(共5层),510,28594,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
东亚阳光里 ,87.69,1.0,中楼层(共11层),250,28510,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
泾东小区 ,41.63,1.0,高楼层(共6层),375,90080,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
丰怡苑 ,87.12,1.0,高楼层(共6层),365,41897,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
临港海滨国际花园 ,88.03,1.0,中楼层(共13层),235,26696,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
乾耀东港 ,84.69,1.0,中楼层(共11层),229,27040,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
巨西小区 ,52.95,1.0,中楼层(共6层),530,100095,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
碧桂园浦东星作 ,93.04,1.0,中楼层(共14层),295,31707,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
绿缘公寓 ,141.85,1.0,低楼层(共18层),1300,91647,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金杨路750弄 ,64.19,1.0,高楼层(共6层),425,66210,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
万科新里程 ,119.2,1.0,中楼层(共14层),1230,103188,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
保利玲珑公馆 ,91.07,1.0,高楼层(共14层),305,33491,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
丽都华庭 ,88.82,1.0,高楼层(共11层),284,31975,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
泰燕华庭 ,93.92,1.0,低楼层(共6层),273,29068,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
谢家宅小区 ,47.44,1.0,高楼层(共6层),360,75886,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
巨杨小区 ,50.8,1.0,低楼层(共6层),530,104331,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
阳光城市家园 ,81.31,1.0,低楼层(共17层),540,66413,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
金桥新村一街坊 ,67.06,1.0,低楼层(共6层),415,61885,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
碧桂园浦东星作 ,90.32,1.0,中楼层(共14层),265,29341,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
云树仁居 ,81.74,1.0,中楼层(共6层),180,22022,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
凯德新视界(二期) ,76.42,1.0,低楼层(共18层),202,26433,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
浦三小区 ,68.7,1.0,高楼层(共6层),399,58079,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
梅园三街坊 ,50.39,1.0,高楼层(共6层),636,126216,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
荷三小区 ,67.6,1.0,高楼层(共6层),400,59172,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
五莲一小区 ,67.12,1.0,低楼层(共18层),415,61830,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
凯德新视界(一期) ,83.7,1.0,高楼层(共18层),208,24851,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
潍坊四村 ,41.36,1.0,高楼层(共6层),330,79788,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
金唐公寓 ,111.8,1.0,高楼层(共6层),578,51700,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
同方锦城（C区） ,187.72,1.0,高楼层(共11层),1500,79907,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
